"","waves","abs"
"1094",736.5,0.290333333333333
"1095",737,0.284
"1096",737.5,0.277666666666667
"1097",738,0.276666666666667
"1098",738.5,0.274
"1099",739,0.268
"1100",739.5,0.263
"1101",740,0.260333333333333
"1102",740.5,0.267333333333333
"1103",741,0.271
"1104",741.5,0.273333333333333
"1105",742,0.275333333333333
"1106",742.5,0.28
"1107",743,0.287666666666667
"1108",743.5,0.294
"1109",744,0.291
"1110",744.5,0.285333333333333
"1111",745,0.285
"1112",745.5,0.281666666666667
"1113",746,0.272
"1114",746.5,0.261
"1115",747,0.25
"1116",747.5,0.24
"1117",748,0.241333333333333
"1118",748.5,0.248
"1119",749,0.250666666666667
"1120",749.5,0.257666666666667
"1121",750,0.266
"1122",750.5,0.271333333333333
"1123",751,0.275666666666667
"1124",751.5,0.281
"1125",752,0.275333333333333
"1126",752.5,0.268333333333333
"1127",753,0.268333333333333
"1128",753.5,0.272666666666667
"1129",754,0.275666666666667
"1130",754.5,0.274
"1131",755,0.275666666666667
"1132",755.5,0.277666666666667
"1133",756,0.275666666666667
"1134",756.5,0.268333333333333
"1135",757,0.259333333333333
"1136",757.5,0.247
"1137",758,0.238
"1138",758.5,0.229666666666667
"1139",759,0.217666666666667
"1140",759.5,0.215333333333333
"1141",760,0.221666666666667
"1142",760.5,0.229333333333333
"1143",761,0.234333333333333
"1144",761.5,0.240666666666667
"1145",762,0.248
"1146",762.5,0.250333333333333
"1147",763,0.251666666666667
"1148",763.5,0.256333333333333
"1149",764,0.261
"1150",764.5,0.266666666666667
"1151",765,0.266333333333333
"1152",765.5,0.264
"1153",766,0.255333333333333
"1154",766.5,0.243
"1155",767,0.235333333333333
"1156",767.5,0.233333333333333
"1157",768,0.231333333333333
"1158",768.5,0.233666666666667
"1159",769,0.241
"1160",769.5,0.24
"1161",770,0.243
"1162",770.5,0.244
"1163",771,0.240333333333333
"1164",771.5,0.242333333333333
"1165",772,0.253666666666667
"1166",772.5,0.273
"1167",773,0.272333333333333
"1168",773.5,0.261666666666667
"1169",774,0.260666666666667
"1170",774.5,0.257666666666667
"1171",775,0.264666666666667
"1172",775.5,0.268333333333333
"1173",776,0.265666666666667
"1174",776.5,0.276333333333333
"1175",777,0.291
"1176",777.5,0.302
"1177",778,0.286333333333333
"1178",778.5,0.264333333333333
"1179",779,0.252666666666667
"1180",779.5,0.238666666666667
"1181",780,0.229333333333333
"1182",780.5,0.223333333333333
"1183",781,0.215666666666667
"1184",781.5,0.224666666666667
"1185",782,0.228666666666667
"1186",782.5,0.224666666666667
"1187",783,0.216333333333333
"1188",783.5,0.210333333333333
"1189",784,0.21
"1190",784.5,0.208333333333333
"1191",785,0.207
"1192",785.5,0.218333333333333
"1193",786,0.231333333333333
"1194",786.5,0.248
"1195",787,0.248
"1196",787.5,0.234
"1197",788,0.223333333333333
"1198",788.5,0.219333333333333
"1199",789,0.224
"1200",789.5,0.225
"1201",790,0.225666666666667
"1202",790.5,0.241
"1203",791,0.257
"1204",791.5,0.266
"1205",792,0.262666666666667
"1206",792.5,0.252666666666667
"1207",793,0.254
"1208",793.5,0.255666666666667
"1209",794,0.250666666666667
"1210",794.5,0.238
"1211",795,0.224
"1212",795.5,0.231
"1213",796,0.232333333333333
"1214",796.5,0.229333333333333
"1215",797,0.229
"1216",797.5,0.231
"1217",798,0.234
"1218",798.5,0.231666666666667
"1219",799,0.219666666666667
"1220",799.5,0.207333333333333
"1221",800,0.201
"1222",800.5,0.212666666666667
"1223",801,0.215333333333333
"1224",801.5,0.221333333333333
"1225",802,0.228333333333333
"1226",802.5,0.234333333333333
"1227",803,0.239666666666667
"1228",803.5,0.239
"1229",804,0.231
"1230",804.5,0.224333333333333
"1231",805,0.226666666666667
"1232",805.5,0.224
"1233",806,0.213666666666667
"1234",806.5,0.211333333333333
"1235",807,0.213333333333333
"1236",807.5,0.221
"1237",808,0.224333333333333
"1238",808.5,0.234666666666667
"1239",809,0.241
"1240",809.5,0.247333333333333
"1241",810,0.241666666666667
"1242",810.5,0.238333333333333
"1243",811,0.225
"1244",811.5,0.218333333333333
"1245",812,0.218666666666667
"1246",812.5,0.212
"1247",813,0.213666666666667
"1248",813.5,0.232
"1249",814,0.241333333333333
"1250",814.5,0.244333333333333
"1251",815,0.236666666666667
"1252",815.5,0.239333333333333
"1253",816,0.236333333333333
"1254",816.5,0.238
"1255",817,0.244333333333333
"1256",817.5,0.243333333333333
"1257",818,0.248666666666667
"1258",818.5,0.258333333333333
"1259",819,0.267333333333333
"1260",819.5,0.263666666666667
"1261",820,0.253333333333333
"1262",820.5,0.235666666666667
"1263",821,0.218
"1264",821.5,0.200333333333333
"1265",822,0.200666666666667
"1266",822.5,0.201333333333333
"1267",823,0.203
"1268",823.5,0.219
"1269",824,0.246
"1270",824.5,0.270333333333333
"1271",825,0.292
"1272",825.5,0.295333333333333
"1273",826,0.288
"1274",826.5,0.276
"1275",827,0.266
"1276",827.5,0.251333333333333
"1277",828,0.238
"1278",828.5,0.224333333333333
"1279",829,0.217
"1280",829.5,0.210666666666667
"1281",830,0.212333333333333
"1282",830.5,0.216666666666667
"1283",831,0.222
"1284",831.5,0.224666666666667
"1285",832,0.234333333333333
"1286",832.5,0.241666666666667
"1287",833,0.250333333333333
"1288",833.5,0.248333333333333
"1289",834,0.246
"1290",834.5,0.242333333333333
"1291",835,0.245
"1292",835.5,0.244333333333333
"1293",836,0.247666666666667
"1294",836.5,0.243
"1295",837,0.246666666666667
"1296",837.5,0.245333333333333
"1297",838,0.249333333333333
"1298",838.5,0.244
"1299",839,0.244333333333333
"1300",839.5,0.247
"1301",840,0.249
"1302",840.5,0.254666666666667
"1303",841,0.264666666666667
"1304",841.5,0.266333333333333
"1305",842,0.272666666666667
"1306",842.5,0.274
"1307",843,0.274
"1308",843.5,0.250666666666667
"1309",844,0.234666666666667
"1310",844.5,0.216333333333333
"1311",845,0.211666666666667
"1312",845.5,0.220666666666667
"1313",846,0.224
"1314",846.5,0.211333333333333
"1315",847,0.208333333333333
"1316",847.5,0.211333333333333
"1317",848,0.187
"1318",848.5,0.157333333333333
"1319",849,0.138
"1320",849.5,0.124666666666667
"1321",850,0.126333333333333
